title,authors,journal,year,doi,pmid,source_query
Identification of single nucleotide polymorphisms (SNPs) potentially associated with residual feed intake in Qinchuan beef cattle by hypothalamus and duodenum RNA-Seq data.,"Su Z, Li C, Yang C, Ding Y, Zhou X, Xu J, Qu C, Shi Y, Li CJ, Kang X.",,2025,10.7717/peerj.19270,40256725,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Post-Translational Modifications in Multiple Myeloma: Mechanisms of Drug Resistance and Therapeutic Opportunities.,"Hu S, Xu J, Cui W, Jin H, Wang X, Maimaitiyiming Y.",,2025,10.3390/biom15050702,40427595,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Unveiling the Biotechnological Potential of Cyanobacteria from the Portuguese LEGE-CC Collection Through Lipidomics and Antioxidant and Lipid-Lowering Properties.,"Oliveira F, Conde T, Pinho M, Melo T, Hentschke GS, Urbatzka R, Pereira H, Costa M, Vasconcelos V, Domingues MR.",,2025,10.3390/molecules30122504,40572470,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Residence time in drug discovery: current insights and future perspectives.,"Kordylewski SK, Bugno R, Podlewska S.",,2025,10.1007/s43440-025-00748-z,40489055,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Corticotropin-releasing hormone receptor 1 mediates the enhanced locomotor activity and metabolic demands to an acute thermal stress in adult zebrafish.,"Shvartsburd Z, Vijayan MM.",,2025,10.1111/jne.13497,39915694,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Density-dependent expression of epitranscriptomic, stress, and appetite regulating genes in Atlantic salmon","Frapin M, Quispe L, Troka J, Prokkola JM, Laurikainen O, Hyvärinen P, Primmer CR, Aykanat T, Ahi EP.",,2025,10.1101/2025.01.19.633827,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Proximate and ultimate causes of pregnancy sickness.,Stadtmauer DJ.,,2025,10.1093/emph/eoaf025,41132319,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Dietary inclusion of raw potato or high-amylose-corn resistant starches fed for different durations: impact on phenotypic responses and indicators of gut health of broiler chickens.,"Oluseyifunmi IW, Olukosi OA.",,2025,10.1002/jsfa.14312,40302193,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Integrative Neuroimmune Role of the Parasympathetic Nervous System, Vagus Nerve and Gut Microbiota in Stress Modulation: A Narrative Review.","Kurhaluk N, Kołodziejska R, Kamiński P, Tkaczenko H.",,2025,10.3390/ijms262311706,41373850,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Crhr1 and epinephrine utilize the central Ras-MAPK pathway in mediating the acute stress-related locomotor activity in zebrafish larvae.,"Khalid E, Vijayan MM.",,2025,10.3389/fendo.2025.1650458,41019319,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Postbiotics: an insightful review of the latest category in functional biotics.,"Amobonye A, Pillay B, Hlope F, Asong ST, Pillai S.",,2025,10.1007/s11274-025-04483-8,40751848,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
On the prospects of basal cognition research becoming fully evolutionary: promising avenues and cautionary notes.,"Fábregas-Tejeda A, Sims M.",,2025,10.1007/s40656-025-00660-y,39913055,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Molecular Mediated Angiogenesis and Vasculogenesis Networks.,"Lungu CN, Mangalagiu II, Romila A, Nechita A, Putz MV, Mehedinti MC.",,2025,10.3390/ijms26136316,40650092,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Scorpion Venom as a Source of Cancer Drugs: A Comprehensive Proteomic Analysis and Therapeutic Potential.,"Arcos SSS, Aguiar MRDC, Oliveira J, Silva MRD, Pimentel IOC, Dos Anjos NG, Machado GHRS, Evangelista KB, Portaro FCV, Iwai LK.",,2025,10.3390/ijms26209907,41155199,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Trimethylamine-N-Oxide (TMAO) as a Rising-Star Metabolite: Implications for Human Health.,"Caradonna E, Abate F, Schiano E, Paparella F, Ferrara F, Vanoli E, Difruscolo R, Goffredo VM, Amato B, Setacci C, Setacci F, Novellino E.",,2025,10.3390/metabo15040220,40278349,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The effect of morning or evening fasted cycling on gastrointestinal function and appetite and metabolic responses in healthy males with overweight.,"McIver VJ, Mattin LR, Evans GH, Yau AMW.",,2025,10.1113/ep092078,40067942,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Insights into the role of Fsh signaling in ovarian differentiation of &lt;i&gt;chorionic gonadotropin α&lt;/i&gt; ( &lt;i&gt;cgα&lt;/i&gt;)-deficient zebrafish.,"Shi C, Zhang Y, Lu Y, Lou Q, Shang G, Peng X, Dai X, Jin X, He J, Zhai G, Yin Z.",,2025,10.24272/j.issn.2095-8137.2024.397,40407134,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Diet as a Modulator of Gut Microbiota May Reduce Alzheimer's Disease Risk.,"Ochocińska AM, Podstawka I, Kępka A, Waszkiewicz N.",,2025,10.3390/nu17193053,41097131,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neuroecology of alcohol risk and reward: Methanol boosts pheromones and courtship success in &lt;i&gt;Drosophila melanogaster&lt;/i&gt;.,"Keesey IW, Doll G, Chakraborty SD, Baschwitz A, Lemoine M, Kaltenpoth M, Svatoš A, Sachse S, Knaden M, Hansson BS.",,2025,10.1126/sciadv.adi9683,40173238,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Lineage-Specific Class-A GPCR Dynamics Reflect Diverse Chemosensory Adaptations in Lophotrochozoa.,"Nath R, Panda B, Rakesh S, Krishnan A.",,2025,10.1093/molbev/msaf042,39943858,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Ancestral bisphenol A exposure led to non-alcoholic fatty liver disease and sex-specific alterations in proline and bile metabolism pathways in the liver.,"Chakraborty S, Anand S, Numan M, Bhandari RK.",,2025,10.1093/etojnl/vgae081,39953842,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Insect Lipids as Novel Source for Future Applications: Chemical Composition and Industry Applications-A Comprehensive Review.,"Siddiqui SA, Zeiri A, Asif Shah M.",,2025,10.1002/fsn3.70553,40688597,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Precision proteogenomics reveals pan-cancer impact of germline variants.,"Martins Rodrigues F, Terekhanova NV, Imbach KJ, Clauser KR, Esai Selvan M, Mendizabal I, Geffen Y, Akiyama Y, Maynard M, Yaron TM, Li Y, Cao S, Storrs EP, Gonda OS, Gaite-Reguero A, Govindan A, Kawaler EA, Wyczalkowski MA, Klein RJ, Turhan B, Krug K, Mani DR, Leprevost FDV, Nesvizhskii AI, Carr SA, Fenyö D, Gillette MA, Colaprico A, Iavarone A, Robles AI, Huang KL, Kumar-Sinha C, Aguet F, Lazar AJ, Cantley LC, Marigorta UM, Gümüş ZH, Bailey MH, Getz G, Porta-Pardo E, Ding L, Clinical Proteomic Tumor Analysis Consortium.",,2025,10.1016/j.cell.2025.03.026,40233739,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Biomolecular condensates-Prerequisites for anhydrobiosis?,"Elder CA, Skaggs HM, Dirk LMA, Grimm DF, Belott CJ, Wolkers WF, Oldenhof H, Uversky VN, Downie AB, Menze MA.",,2025,10.1002/pro.70192,40521613,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Whole-Brain Mapping in Adult Zebrafish and Identification of the Functional Brain Network Underlying the Novel Tank Test.,"Rajput N, Parikh K, Squires A, Fields KK, Wong M, Kanani D, Kenney JW.",,2025,10.1523/eneuro.0382-24.2025,40068875,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Ingestive Behavior and Precision Nutrition: Part of the Puzzle.,"Biruete A, Buobu PS, Considine RV, Met Hoxha E, Eicher-Miller HA, Kinzig KP, Panjwani AA, Running CA, Rutigliani G, Savaiano DA, Veile A, Wolf PG, Mattes RD.",,2025,10.1016/j.advnut.2025.100531,41043686,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Placozoan secretory cell types implicated in feeding, innate immunity and regulation of behavior.","Mayorova TD, Koch TL, Kachar B, Jung JH, Reese TS, Smith CL.",,2025,10.1371/journal.pone.0311271,40261937,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Raptin, a sleep-induced hypothalamic hormone, suppresses appetite and obesity.","Xie LQ, Hu B, Lu RB, Cheng YL, Chen X, Wen J, Xiao Y, An YZ, Peng N, Dai Y, Xie G, Guo Q, Peng H, Luo XH.",,2025,10.1038/s41422-025-01078-8,39875551,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Intestinal Gastrin/CCKBR Axis Protects against Type 2 Diabetes by Reducing Intestinal Glucose Absorption through the PI3K/Akt/eIF4B Signaling Pathway.,"Liu X, Liu X, Liu Y, Long A, Liu W, Sun S, Lu S, Wu X, Jia X, Jose PA, Wei Q, Jiang X, Zhang H, Yang Z.",,2025,10.1002/advs.202410032,39950948,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The SLC-ome of membrane transport: From molecular discovery to physiology and clinical applications.,"Gyimesi G, Tweedie S, Bruford E, Hediger MA.",,2025,10.1152/physrev.00001.2024,41026912,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"EACR 2025 Congress: Innovative Cancer Science, 16-19 June 2025.",,,2025,10.1002/1878-0261.70070,40498965,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Pharmacological action of <i>Angelica sinensis</i> polysaccharides: a review.,"Ren C, Luo Y, Li X, Ma L, Wang C, Zhi X, Zhao X, Li Y.",,2024,10.3389/fphar.2024.1510976,39872047,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
