title,authors,journal,year,doi,pmid,source_query
Comparative Perspectives on Neuropeptide Function and Social Isolation.,"Asahina K, Zelikowsky M.",,2025,10.1016/j.biopsych.2025.01.019,39892690,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Molecular Mechanisms Underlying Substance Transport, Signal Transduction, and Anti-Stress Regulation, as Well as Anti-Alkaline Regulation via <i>Bursicon</i> in the Cerebral Ganglion of Chinese Mitten Crab <i>Eriocheir sinensis</i> Under Alkaline Stress.","Wang M, Zhou J, Ge J, Xu G, Tang Y.",,2025,10.3390/biology14010084,39857314,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Single nuclei RNA-sequencing of adult brain neurons derived from type 2 neuroblasts reveals transcriptional complexity in the insect central complex.,"Epiney DG, Chaya GM, Dillon NR, Lai SL, Doe CQ.",,2025,10.7554/elife.105896,40371710,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Temporal Profile of Histological Changes During the Ovarian Cycle, Secretory Cycle of the Colleteric Gland, and Molt Cycle of the Mantle Cavity in the Mature Externa of the Parasitic Barnacle &lt;i&gt;Polyascus planus&lt;/i&gt;.","Chen HY, Liu HC, Toullec JY, Lee CY.",,2025,10.6620/zs.2025.64-13,41126988,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Aquatic Invertebrate Antimicrobial Peptides in the Fight Against Aquaculture Pathogens.,"Rodrigues T, Guardiola FA, Almeida D, Antunes A.",,2025,10.3390/microorganisms13010156,39858924,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Using insecticidal compounds to elucidate the potential role of neurotransmitters in Lepidoptera pupal ecdysis.,"Krishnan N, Gorman C, Stewart J, Bradbury S, Jurenka R.",,2025,10.1038/s41598-025-88623-y,39922881,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Anti-diuretic hormone ITP signals via a guanylate cyclase receptor to modulate systemic homeostasis in &lt;i&gt;Drosophila&lt;/i&gt;.,"Gera J, Agard M, Nave H, Baldridge AB, Sajadi F, Thorat L, McKim TH, Kondo S, Nässel DR, Omar MH, Paluzzi JP, Zandawala M.",,2025,10.7554/elife.97043,41222455,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neuropeptides specify and reprogram division of labor in the leafcutter ant Atta cephalotes.,"Gilbert MB, Glastad KM, Fioriti M, Sorek M, Scarpa T, Purnell FS, Xu D, Pino LK, Korotkov A, Biashad A, Baeza J, Lauman R, Filippova A, Kacsoh BZ, Bonasio R, Mathis MW, Garcia BA, Seluanov A, Gorbunova V, Berger SL.",,2025,10.1016/j.cell.2025.05.023,40505655,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Insect Mating Behaviors: A Review of the Regulatory Role of Neuropeptides.,"Ombuya A, Guo J, Liu W.",,2025,10.3390/insects16050506,40429219,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Transcriptomic insights into the resistance mechanism of Penaeus vannamei against highly lethal Vibrio parahaemolyticus.,"Huang Z, Liao Y, Du J, Yang Z, Li F, Ruan L, Shi H.",,2025,10.1038/s41598-025-96168-3,40251246,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Diffuse pacemaker mechanism with distinctive organization drives pulsation in the octocoral &lt;i&gt;Xenia umbellata&lt;/i&gt;.,"Nadir E, Benayahu Y, Ofek-Lalzar M, Gabrieli T, Lotan T.",,2025,10.1073/pnas.2500611122,41218114,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Satiety differentially modulates feeding steps in the jellyfish &lt;i&gt;Cladonema&lt;/i&gt;.,"Mashiba G, Tanimoto H, Thoma V.",,2025,10.1016/j.isci.2025.112192,40212589,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Genotype for hypocretin receptor (hcrtr2) affects appetite in zebrafish.,"Lewandowski N, Brainard M, Kalb C, Wong A, Liu Q, Londraville R.",,2025,10.1016/j.ygcen.2025.114808,40907800,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neuropeptide F (NPF) regulates the hepatopancreatic antimicrobial innate immune system by affecting the expression of antimicrobial peptides in Procambarus clarkii.,"Wen J, Tan M, Liu S, Shen X, Du Z.",,2025,10.1016/j.fsi.2025.110567,40683581,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Molecular Insights into the Marine Gastropod &lt;i&gt;Olivancillaria urceus&lt;/i&gt;: Transcriptomic and Proteopeptidomic Approaches Reveal Polypeptides with Putative Therapeutic Potential.,"Barros GM, Gama LF, Mello FR, Corrêa CN, Fiametti LO, Montenegro H, Ottoni CA, Castro LM.",,2025,10.3390/ijms26083751,40332358,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neurotranscriptomic profiling of deformed wing virus-infected honey bee foragers (Apis mellifera) with different cognitive abilities.,"Loughran SE, Dingle L, Bowman AS, Manfredini F.",,2025,10.1242/bio.062204,41140287,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Food-specific IgG-based elimination diet decreased IL-6, TNF-α, and CGRP and improved symptoms in adults with migraine.","Zhao Z, Yang M, Wan F, Ning B, Song T, Fu J, Zhang L.",,2025,10.3389/fnut.2025.1720389,41473187,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Optimizing gonadal development and muscle flavor quality in the male Chinese mitten crabs (&lt;i&gt;Eriocheir sinensis&lt;/i&gt;): Utilization of soy isoflavones in crustaceans.,"He L, Huang K, Wang X, Qin J, Li E, Chen L.",,2025,10.1016/j.fochms.2025.100284,40831540,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Microplastics exposure affects the feeding behavior of the whiteleg shrimp Litopenaeus vannamei by impairing the appetite, olfaction and digestion.","Shan C, Zhang X, Lu L, Tong D, Zhang W, Gao Y, Yu Y, Shu Y, Li W, Zhao X, Liu G, Shi W.",,2025,10.1016/j.marpolbul.2025.118455,40680651,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Unraveling the Neuropharmacological Properties of &lt;i&gt;Lippia alba:&lt;/i&gt; A Scientometric Approach.,"Silva PIC, Pantoja LVPS, Conceição BC, Barbosa MEO, Soares LFR, Prediger RD, Fontes-Júnior EA, Freitas JJS, Maia CSF.",,2025,10.3390/ph18030420,40143196,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Deep transcriptome profiling of human hypothalamic agouti-related protein and proopiomelanocortin neurons regulating energy homeostasis,"Takács S, Skrapits K, Göcz B, Rumpler É, Sárvári M, Póliska S, Rácz G, Matolcsy A, Hrabovszky E.",,2025,10.1101/2025.08.19.671088,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"A Novel &lt;i&gt;Coelastrella tenuitheca&lt;/i&gt; Isolate Enhances Growth, Immunity, and Gene Expression in Whiteleg Shrimp.","Ashour M, Ali FS, Mamoon A, Mabrouk MM, Mansour AIA, Abdelhamid AF, Mansour AT, Mohamed E, Elshobary M.",,2025,10.1155/anu/4019255,40727590,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Untargeted Discovery and Localization of Isomerized Residues in Neuropeptides.,"Okyem S, Rubakhin SS, Protya SS, Gunnarson C, Sweedler JV.",,2025,10.1021/acs.analchem.5c02612,40774382,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Proteomic Diversity of the Sea Anemone &lt;i&gt;Actinia fragacea&lt;/i&gt;: Comparative Analysis of Nematocyst Venom, Mucus, and Tissue-Specific Profiles.","Barroso RA, Rodrigues T, Campos A, Almeida D, Guardiola FA, Turkina MV, Antunes A.",,2025,10.3390/md23020079,39997203,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Biological Function of Medium-Chain Fatty Acids and Their Application in Aquatic Animals: A Review.,"Liu H, Zhou W, Cai C, Feng F, Cai H, Yang H.",,2025,10.3390/ani15152294,40805084,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
AgRP1 modulates breeding season-dependent feeding behavior in female medaka.,"Tagui Y, Takeda S, Waida H, Kitahara S, Kimura T, Kanda S, Oka Y, Hayashi Y, Umatani C.",,2025,10.7554/elife.100996,40439220,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Identification of the locust proctolin receptor and design of proctolin analogs.,"Xiong TT, Lu YN, Pan J, Zhang N, Wei M, La G, Ji HH, Ge SQ, Li XD.",,2025,10.1002/ps.70119,40778513,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Adipokines as Prognostic Biomarkers in Multiple Myeloma: A Case-Control Study.,"Obajed Al-Ali N, Csige D, Pinczés LI, Farkas K, Rebenku I, Domján A, Panyi G, Szekanecz Z, Szűcs G, Illés Á, Váróczy L.",,2025,10.3390/medicina61112065,41303900,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Changes in gene and protein expression related to feed intake and thermoregulation in broilers challenged with different doses of mixed Eimeria spp.,"Choi J, Lee J, Kim WK.",,2025,10.1016/j.psj.2025.105481,40618565,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Effect of Chitooligosaccharides on TLR2/NF-κB Signaling in LPS-Stimulated RAW 264.7 Macrophages.,"Zhao M, Pang S, Gao Y, Li T, Jiang H.",,2025,10.3390/molecules30102226,40430398,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Stage-specific transcriptomic analysis reveals insights into the development, reproduction and biological function of allergens in the European house dust mite Dermatophagoides pteronyssinus.","Vidal-Quist JC, Ortego F, Lambrecht BN, Rombauts S, Hernández-Crespo P.",,2025,10.1186/s12864-025-11703-w,40419976,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Tissue-Specific Gene Expression of Digestive Tract Glands in &lt;i&gt;Paroctopus digueti&lt;/i&gt;: Insights for Cephalopod Biology and Aquaculture.,"Martínez-Morales MG, Juárez OE, Tovar-Ramírez D, Galindo-Sánchez CE, Ventura-López C, Rosas C, Nolasco-Soria H, Ceballos-Vázquez BP.",,2025,10.3390/ani15213224,41227553,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
CRISPR/Cas9-Mediated Knockout of the &lt;i&gt;Corazonin&lt;/i&gt; Gene Indicates Its Regulation on the Cuticle Development of Desert Locusts (&lt;i&gt;Schistocerca gregaria&lt;/i&gt;).,"He Y, Yan Q, Bi Y, Liu G, Hou S, Chen X, Zhao X, Zhang X, Zhang M, Zhang J, Ma B, Warren B, Roth S, Zhang T.",,2025,10.3390/insects16070704,40725333,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Grain bound polyphenols: Molecular interactions, release characteristics, and regulation mechanisms of postprandial hyperglycemia.","Zhou P, Li T, Zhao J, Al-Ansi W, Fan M, Qian H, Li Y, Wang L.",,2025,10.1016/j.foodres.2025.116291,40263868,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Evaluation of Functional Marine Protein Hydrolysates as Fish Meal Replacements in Low-Fish-Meal Diets: Effects on Growth Performance, Feed Utilization, and Health Status of Asian Seabass (&lt;i&gt;Lates calcarifer&lt;/i&gt;).","Poonnual D, Tola S, Yuangsoi B.",,2025,10.3390/ani15223285,41301993,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Evaluation of the Effects of the Quaternary Ammonium Silane K21 on Zebrafish Viability, Toxicity, Growth, and Development.","Rajpurohit SK, Manhiani DAS, Ajith A, Rajpurohit P, Hotwani S, Nasanally S, Sreekumar A, Bhat K, Derhei AV, Pasi R, Mishra A, Kimmerling K, Carey CM.",,2025,10.3390/biomedicines13061267,40563986,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Comparative Analysis of Convergent Jellyfish Eyes Reveals Extensive Differences in Expression of Vision-Related Genes.,"Picciani N, Berger CA, Nielsen S, Musser J, Oel AP, Stoilova MI, Arendt D, Garm A, Oakley TH.",,2025,10.1002/ece3.71784,40661905,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
PeptideMiner-neuropeptide discovery across the animal kingdom.,"Mendel HC, Hopping G, Undheim EAB, Zuegg J, Lewis RJ, Forbes BE, Kaas Q, Muttenthaler M.",,2025,10.1093/gigascience/giaf078,40796375,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Mass spectrometry-guided discovery of novel GCPII inhibitor scaffolds.,"Wiseman R, Thomas AG, Janiszewski J, Hoxie N, Lee CB, Wu Y, Tsukamoto T, Ye L, Ronzetti M, Shrimp JH, Adderley D, Rai G, Rais R, Alt J, Hall MD, Hu X, Kales SC, Slusher BS.",,2025,10.3389/fphar.2025.1646207,41170381,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Cryptic genetic variation in brain gene expression precedes the evolution of cannibalism in spadefoot toad tadpoles.,"Nesta DJ, Ledón-Rettig CC.",,2025,10.1073/pnas.2418431122,40294283,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Sleeping upside-down: Knockdown of a sleep-associated gene induces daytime sleep in the jellyfish &lt;i&gt;Cassiopea&lt;/i&gt;.,"Abrams MJ, Ohdera A, Francis DA, Donayre O, Chen H, Lu K, Hsu CY, Zeigler H, Harland RM.",,2025,10.1073/pnas.2505074122,40658847,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Comparative venomics suggests an evolutionary adaption of spider venom from predation to defense.,"Lüddecke T, Hurka S, Dresler J, Lübcke T, von Wirth V, Lochnit G, Timm T, Herzig V, Vilcinskas A.",,2025,10.1038/s42003-025-09015-6,41131346,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Introducing Regioselective Disulfide Linkages in Peptides under Pseudodilute Conditions by Harnessing Bro̷nsted Acid-Activated <i>N</i>-Chlorosuccinimide.,"Tripathi NM, Das BK, Chowdhury A, Gour V, Bandyopadhyay A.",,2025,10.1021/jacsau.4c01063,40017760,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Monotherapy with antibody 1C3 partially protects Ebola virus-exposed macaques.,"Worwa G, Davis CW, Klim SE, Turcinovic J, Agans KN, Borisevich V, Geisbert JB, Cross RW, Crane A, Holbrook MR, Sanchez-Lockhart M, Kugelman JR, Patino Galindo JA, Geisbert TW, Ahmed R, Kuhn JH, Saphire EO, Palacios G, Crozier I.",,2025,10.1128/jvi.00296-25,40492736,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Structural similarities reveal an expansive conotoxin family with a two-finger toxin fold.,"Khilji MS, Hackney CM, Koch TL, Hone AJ, Rogalski A, Watkins M, Tun J, McIntosh JM, Olivera B, Safavi-Hemami H, Teilum K, Ellgaard L.",,2025,10.1002/pro.70333,41074857,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Imaginal discs produce neuropeptide-like precursor 1 to alleviate ER stress in response to warm temperatures.,"Kim IJ, Kim DH, Kim YJ.",,2025,10.1038/s42003-025-09323-x,41398088,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Localization of Cholecystokinin/Sulfakinin Neuropeptides in Biomphalaria glabrata, an Intermediate Host for Schistosomiasis.","Rivera A, Bracho-Rincón D, Miller MW.",,2025,10.1002/cne.70016,39825709,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
